year,mono-module ($/Wp),mono-cell ($/Wp),mono-wafer ($/Wp),poly-Si ($/Wp)
2017.94,0.391396486,0.240571418,0.146558184,0.077599252
2017.945,0.390914347,0.240604166,0.146570188,0.078305455
2017.95,0.391049216,0.241388291,0.144901944,0.078698938
2017.955,0.391022468,0.242242053,0.144686909,0.078560061
2017.96,0.391026895,0.242718332,0.144312447,0.078604467
2017.965,0.390996078,0.242019868,0.143634461,0.078605008
2017.97,0.391125004,0.240343879,0.143811495,0.078494785
2017.975,0.390752149,0.238821309,0.143813139,0.079143993
2017.98,0.390029367,0.236515761,0.142994893,0.079619771
2017.985,0.390090643,0.234568528,0.142831434,0.079592047
2017.99,0.389343168,0.23342161,0.142491927,0.079569616
2017.995,0.389003533,0.232829244,0.141807558,0.078041877
2018.0,0.389135963,0.232895449,0.141859923,0.076923533
2018.005,0.389090249,0.233642126,0.141047611,0.076415942
2018.01,0.389099733,0.234445275,0.140909278,0.075278295
2018.015,0.389165736,0.23524631,0.140541247,0.07376636
2018.02,0.388610221,0.235921886,0.139839872,0.073747745
2018.025,0.387654374,0.235742433,0.139940784,0.07383564
2018.03,0.387119149,0.234213019,0.139943842,0.073786973
2018.035,0.387183427,0.232522857,0.139929377,0.073808757
2018.04,0.387168459,0.231356338,0.139937665,0.073796676
2018.045,0.38727814,0.230936361,0.139933263,0.073787348
2018.05,0.38673933,0.230989537,0.139936437,0.073900142
2018.055,0.386107819,0.230970898,0.13993933,0.07330191
2018.06,0.386249091,0.23113495,0.139904803,0.072739599
2018.065,0.386266868,0.230170477,0.140047235,0.072862644
2018.07,0.385537406,0.228331541,0.139610304,0.072847584
2018.075,0.384859849,0.226996332,0.13896451,0.072811291
2018.08,0.38359476,0.226258428,0.139023125,0.072961724
2018.085,0.382281981,0.224815155,0.137473197,0.0724537
2018.09,0.382387181,0.223045697,0.136850645,0.071882615
2018.095,0.381601822,0.222029177,0.137201321,0.071882356
2018.1,0.381393855,0.221035461,0.136886854,0.070253667
2018.105,0.381171566,0.219485666,0.136100435,0.069887569
2018.11,0.380172264,0.219576828,0.13614904,0.069690935
2018.115,0.379492005,0.218296231,0.135484876,0.068738547
2018.12,0.379598421,0.217336839,0.135094191,0.068004281
2018.125,0.378324258,0.217657455,0.135026302,0.067242553
2018.13,0.376919254,0.217540777,0.134110743,0.066336076
2018.135,0.376601439,0.216781126,0.133260965,0.066151699
2018.14,0.376584952,0.215817302,0.133394271,0.065900923
2018.145,0.37581414,0.21577486,0.132272847,0.065118571
2018.15,0.374321926,0.21515333,0.131216814,0.065158321
2018.155,0.372745233,0.213641644,0.13120057,0.065198066
2018.16,0.371118256,0.21373701,0.129545271,0.065141649
2018.165,0.369709897,0.213135014,0.128652603,0.065249062
2018.17,0.368975976,0.212151242,0.127818924,0.065055312
2018.175,0.368065968,0.211747271,0.127528621,0.064236815
2018.18,0.368167318,0.211834538,0.127251254,0.06416573
2018.185,0.367025172,0.211821469,0.125598538,0.064266677
2018.19,0.364629216,0.211799166,0.12547196,0.064127513
2018.195,0.363133749,0.211900025,0.125576772,0.06438685
2018.2,0.360683306,0.211521726,0.125624756,0.065187697
2018.205,0.359659645,0.210630882,0.125393132,0.065208291
2018.21,0.358427422,0.209885934,0.124587046,0.065155544
2018.215,0.357269055,0.209723868,0.124566114,0.065182331
2018.22,0.357369322,0.211221698,0.124619776,0.065173617
2018.225,0.355875932,0.21192577,0.124592281,0.065175246
2018.23,0.352661438,0.211988821,0.124601839,0.065174543
2018.235,0.350814564,0.21282369,0.124599248,0.065180406
2018.24,0.350673955,0.212807316,0.124598499,0.065156269
2018.245,0.350660443,0.212730306,0.124606983,0.065223146
2018.25,0.350654877,0.212888034,0.12457372,0.065107515
2018.255,0.35086206,0.212487774,0.124665185,0.064294027
2018.26,0.349552651,0.211777778,0.1245079,0.063416145
2018.265,0.348638326,0.211834885,0.123683986,0.06319334
2018.27,0.350302484,0.211163925,0.123589206,0.063278566
2018.275,0.353548912,0.210280491,0.123664895,0.063254247
2018.28,0.356159001,0.209617576,0.12363422,0.063258215
2018.285,0.356445103,0.20866783,0.12364207,0.063258884
2018.29,0.357014333,0.207976671,0.123641159,0.063258012
2018.295,0.358966751,0.209597715,0.123646892,0.063258415
2018.3,0.36032135,0.209873011,0.123614257,0.063258294
2018.305,0.360294937,0.210619616,0.123724627,0.063258313
2018.31,0.360684808,0.212012904,0.123457549,0.063258291
2018.315,0.362575104,0.211806118,0.122657631,0.063258454
2018.32,0.364909442,0.211802608,0.122634135,0.063257835
2018.325,0.366131485,0.211831146,0.122811256,0.063259439
2018.33,0.366849951,0.211812767,0.122202993,0.063257075
2018.33040954,0.370484586,0.211826759,0.12168701,0.063254782
2018.335,0.369319737,0.211812577,0.12167173,0.063284598
2018.33501116,0.373349646,0.211800107,0.120838302,0.063159521
2018.34,0.369934806,0.211963528,0.120702491,0.063553562
2018.345,0.370473049,0.211001732,0.12079264,0.064284253
2018.34879413,0.376216897,0.209111213,0.120758042,0.064224476
2018.34879413,0.376216897,0.207881621,0.120767229,0.064203887
2018.35,0.371955869,0.207969785,0.120766002,0.064223291
2018.355,0.371809023,0.208067035,0.120765999,0.064213728
2018.36,0.372465188,0.207527488,0.120764345,0.064219172
2018.365,0.373847688,0.206532664,0.120770623,0.064216518
2018.37,0.375692033,0.206085788,0.120756935,0.064202225
2018.375,0.376656812,0.206059894,0.120766998,0.064288217
2018.37634362,0.377655453,0.20445166,0.120831565,0.063907643
2018.38,0.376660326,0.203939192,0.120203719,0.062929527
2018.385,0.378308592,0.20446629,0.119427199,0.062298455
2018.39,0.37867295,0.205550033,0.118464038,0.062412383
2018.39471178,0.379091818,0.207127185,0.116796683,0.060909537
2018.395,0.378503161,0.207942057,0.115187333,0.06033146
2018.4,0.378489892,0.207977543,0.114441838,0.0600218
2018.405,0.37860367,0.208122808,0.113040498,0.058210891
2018.41,0.379431816,0.207566568,0.112001973,0.056674336
2018.415,0.379576749,0.205829949,0.112107642,0.055275857
2018.42,0.379376028,0.204295582,0.111281386,0.05294326
2018.42227771,0.384826321,0.202731132,0.110385088,0.051327101
2018.425,0.379797619,0.201271302,0.110000734,0.050517004
2018.43,0.380553765,0.199373186,0.108001026,0.048908236
2018.435,0.380473653,0.196965452,0.10500155,0.048867502
2018.44,0.380170553,0.194642811,0.103573398,0.048411426
2018.445,0.38249197,0.192184422,0.100614401,0.047514771
2018.45,0.385885785,0.190740324,0.097259955,0.046729658
2018.455,0.387244496,0.188049868,0.094625388,0.045993055
2018.46,0.386160913,0.183974585,0.092332898,0.045980386
2018.465,0.384597794,0.181067945,0.090026186,0.04602046
2018.47,0.383064253,0.178800933,0.088420119,0.046004983
2018.47274221,0.376246479,0.175762048,0.08743441,0.045996636
2018.485,0.379393831,0.173046454,0.087156013,0.046016542
2018.495,0.371490974,0.170748547,0.087236049,0.046045907
2018.505,0.368523073,0.168522966,0.087218011,0.045404413
2018.515,0.364291952,0.167726939,0.087219369,0.044460585
2018.51856674,0.354777702,0.167922591,0.08721703,0.044014931
2018.52,0.359811522,0.166701549,0.087232382,0.044101472
2018.525,0.354632922,0.165745445,0.087186934,0.044091127
2018.53,0.348375991,0.165648205,0.087266597,0.044086463
2018.53226206,0.334733238,0.163971935,0.087277829,0.044090362
2018.535,0.342960006,0.163859923,0.085764725,0.044088744
2018.54,0.341035428,0.163479622,0.084732423,0.044089198
2018.545,0.338982703,0.162532208,0.083754535,0.044089128
2018.55,0.333898868,0.161827957,0.08202919,0.0440892
2018.57,0.325174491,0.161027645,0.080518415,0.044088744
2018.575,0.320685996,0.159604243,0.079646596,0.04409034
2018.58,0.316885494,0.157226344,0.079504803,0.044086583
2018.585,0.313604864,0.155613664,0.079568644,0.044090746
2018.59,0.308364748,0.155147474,0.079547971,0.044102169
2018.595,0.302882815,0.154224181,0.079552584,0.044014454
2018.6,0.300920266,0.152565867,0.079553721,0.044450206
2018.605,0.300134644,0.15236401,0.079544577,0.045392504
2018.61,0.299537966,0.15202824,0.079577351,0.046042959
2018.62,0.295898552,0.151203274,0.079492175,0.046018235
2018.625,0.295084563,0.150297744,0.079622291,0.045994694
2018.63,0.294224782,0.1486627,0.080447951,0.04601091
2018.635,0.294148926,0.148554206,0.080566802,0.046004605
2018.64,0.293406844,0.148089901,0.08049208,0.046006306
2018.645,0.290980293,0.147492768,0.08050122,0.04600607
2018.65,0.290287405,0.14761464,0.080535381,0.046006024
2018.655,0.288734201,0.14759807,0.080529475,0.046005966
2018.66,0.288115393,0.1477014,0.079775837,0.046006343
2018.665,0.288042954,0.146973841,0.079109334,0.046005469
2018.67,0.286912415,0.14670992,0.077712905,0.046006172
2018.675,0.285484787,0.146327782,0.074931403,0.04601007
2018.68,0.283711698,0.144713157,0.071836201,0.045985804
2018.685,0.28349466,0.144764415,0.069497425,0.046071347
2018.69,0.282759764,0.143728576,0.067369211,0.045845874
2018.695,0.281401191,0.141710238,0.067904678,0.04496673
2018.7,0.281504625,0.140863993,0.071003651,0.044154989
2018.705,0.279944765,0.140818233,0.074026578,0.04404166
2018.71,0.279011507,0.139168457,0.076378076,0.044108056
2018.715,0.277750356,0.138813339,0.078091256,0.044083871
2018.72,0.276577691,0.139126915,0.079207479,0.044089923
2018.725,0.276671577,0.138694876,0.079614333,0.044089269
2018.735,0.27583119,0.137961937,0.07954247,0.044089283
2018.74,0.274939238,0.138005137,0.079550002,0.044087797
2018.745,0.273326351,0.138038986,0.079554509,0.04409302
2018.75,0.272856322,0.137983895,0.07955105,0.044082482
2018.755,0.272902942,0.138097421,0.079552454,0.044086999
2018.76,0.271610588,0.137881666,0.079552054,0.044151278
2018.765,0.269556802,0.137069675,0.079552118,0.043597491
2018.77,0.269207176,0.137062743,0.079552165,0.042647398
2018.775,0.268429714,0.136876933,0.079551967,0.042106723
2018.78,0.264283427,0.137808631,0.079552579,0.042176455
2018.785,0.263176812,0.139165955,0.079551201,0.042183641
2018.79,0.263358247,0.138960724,0.079552561,0.042138972
2018.795,0.262910797,0.13889439,0.079557471,0.042272204
2018.8,0.262062956,0.139611542,0.079523173,0.041923821
2018.805,0.261280579,0.140122855,0.079648943,0.041184824
2018.81,0.260435031,0.139677387,0.079308191,0.041246492
2018.82,0.259934225,0.138934873,0.078560452,0.040522298
2018.825,0.259296652,0.138958487,0.078612427,0.040154281
2018.83,0.259416898,0.138992294,0.078001103,0.040284508
2018.835,0.259409778,0.138968276,0.077035181,0.040250292
2018.84,0.259371605,0.138983655,0.076604203,0.040254608
2018.845,0.25950113,0.138968607,0.076689178,0.040256172
2018.85,0.25910149,0.138968397,0.076678466,0.040255375
2018.855,0.258361498,0.139074702,0.076674219,0.040253831
2018.86,0.258429694,0.138391305,0.076677935,0.040258198
2018.865,0.258547299,0.137992736,0.076676364,0.040255241
2018.87,0.257824922,0.137891081,0.076676823,0.040232285
2018.875,0.257461087,0.137058984,0.076676744,0.04036604
2018.88,0.257331487,0.137015117,0.076676734,0.039829123
2018.885,0.256503645,0.137101882,0.07667675,0.039254767
2018.895,0.256540302,0.136989336,0.076676742,0.039269446
2018.9,0.256511683,0.137208576,0.076676745,0.038445955
2018.905,0.256521381,0.138084704,0.076676744,0.038265927
2018.91,0.256519152,0.138915687,0.076676744,0.038366493
2018.915,0.256519288,0.138946734,0.076676744,0.038330746
2018.92,0.256519456,0.139342194,0.076676744,0.038339464
2018.925,0.256519456,0.140250052,0.076676744,0.03833869
2018.93,0.256519142,0.14098375,0.076676744,0.03833806
2018.935,0.256519783,0.141754431,0.076676744,0.038338508
2018.94,0.25651976,0.142680573,0.076676744,0.038338331
2018.945,0.256514596,0.142669761,0.076676743,0.03833838
2018.95,0.256539687,0.143440624,0.076676746,0.038338373
2018.955,0.256460351,0.144818969,0.076676741,0.038338364
2018.96,0.256638769,0.144706,0.076676742,0.038338403
2018.965,0.257495018,0.14619221,0.076676775,0.038338283
2018.97,0.258333616,0.147328437,0.076676608,0.038338544
2018.975,0.258527739,0.147931062,0.076677148,0.03833832
2018.98,0.258318613,0.148804208,0.076675958,0.038337243
2018.99,0.259413749,0.149528902,0.076676983,0.038344178
2018.995,0.259309506,0.149546574,0.076681899,0.038319429
2019.0,0.260768484,0.149497115,0.076650227,0.038380809
2019.005,0.26155152,0.149549278,0.076763269,0.038299421
2019.01,0.261191111,0.149464238,0.076465603,0.037510159
2019.015,0.261440899,0.149569284,0.075672137,0.036695784
2019.02,0.262263764,0.150393738,0.075664332,0.035964599
2019.025,0.262142164,0.150543513,0.075942823,0.035107198
2019.03,0.263387983,0.15044551,0.074717578,0.034458825
2019.035,0.26436281,0.150502837,0.073666894,0.03449793
2019.04,0.264270202,0.150453045,0.073742339,0.03449089
2019.045,0.265165407,0.150442963,0.072892407,0.034598854
2019.05,0.266022419,0.151226069,0.072783217,0.034181593
2019.055,0.266181033,0.151525316,0.072870071,0.03345918
2019.06,0.266107027,0.151408993,0.072834553,0.033542088
2019.065,0.266133416,0.151442019,0.072844407,0.03364043
2019.07,0.266124955,0.151436698,0.072842911,0.032938732
2019.075,0.266117557,0.151436502,0.072844387,0.032487052
2019.08,0.266181435,0.151433684,0.072835087,0.032611112
2019.085,0.265935289,0.151446564,0.072867281,0.03258602
2019.095,0.268162967,0.151415755,0.072792695,0.032585563
2019.1,0.268074415,0.151448155,0.072870734,0.032588942
2019.105,0.26801955,0.152140437,0.073707748,0.032587115
2019.11,0.268061254,0.153810328,0.073769419,0.032587748
2019.115,0.268044375,0.154390881,0.074221135,0.032587599
2019.12,0.268049144,0.154505799,0.07486555,0.03258761
2019.125,0.268048377,0.155323777,0.074744991,0.032587622
2019.13,0.268048242,0.155290749,0.074751141,0.032587614
2019.135,0.268048414,0.155252507,0.074790201,0.032587617
2019.14,0.268048334,0.155277969,0.074661081,0.032587616
2019.145,0.268048359,0.155268153,0.075049744,0.032587616
2019.15,0.268048354,0.155270863,0.075792899,0.032587616
2019.155,0.268048354,0.155270513,0.075732894,0.032587616
2019.16,0.268048355,0.155269526,0.075615102,0.032587617
2019.165,0.268048354,0.155273852,0.076289395,0.032587615
2019.17,0.268048354,0.155260529,0.076778193,0.032587616
2019.175,0.268048355,0.155288774,0.076654919,0.032587624
2019.18,0.268048355,0.155268332,0.076677076,0.032587578
2019.185,0.268048345,0.154610422,0.076680922,0.032587738
2019.19,0.268048391,0.152989011,0.076667349,0.032587352
2019.195,0.268048254,0.152219445,0.076702568,0.03258782
2019.2,0.268048519,0.152437387,0.076621769,0.032588813
2019.205,0.268048433,0.152391578,0.076719348,0.032580348
2019.21,0.268046689,0.152395416,0.07755662,0.032613144
2019.215,0.268055772,0.152376037,0.077600294,0.032525112
2019.22,0.268025983,0.15246863,0.078078027,0.032667721
2019.225,0.268093294,0.152186704,0.078700534,0.033492806
2019.23,0.268027708,0.151315648,0.078577746,0.03360112
2019.235,0.267205771,0.150545675,0.078589582,0.033522256
2019.24,0.267016072,0.149813467,0.07859804,0.033552058
2019.245,0.267114338,0.148862795,0.078591275,0.033546986
2019.25,0.267080608,0.148632119,0.078595632,0.033547056
2019.255,0.267088509,0.148317951,0.078591245,0.033523143
2019.26,0.267087958,0.146673468,0.078592598,0.033648985
2019.265,0.267087302,0.146642758,0.078616718,0.033173048
2019.27,0.267087737,0.146095051,0.078491161,0.032500913
2019.275,0.26708757,0.145591395,0.078965138,0.032591774
2019.28,0.267087614,0.14566541,0.079641969,0.032596207
2019.285,0.267087608,0.145702753,0.079546746,0.03258238
2019.29,0.267087606,0.146537395,0.079523986,0.032589545
2019.295,0.267087608,0.146615906,0.079660253,0.032587122
2019.3,0.267087607,0.147048603,0.079118406,0.032587674
2019.305,0.267087608,0.147705665,0.078498261,0.032587645
2019.31,0.267087608,0.14759075,0.078604768,0.032587593
2019.315,0.267087608,0.147596738,0.078599218,0.032587625
2019.32,0.267087608,0.147607528,0.078589218,0.032587615
2019.325,0.267087607,0.147600768,0.078595483,0.032587614
2019.33,0.267087608,0.147603293,0.078593143,0.032587613
2019.335,0.267087607,0.147602639,0.078593749,0.03258765
2019.34,0.267087607,0.147602717,0.078593677,0.032587476
2019.345,0.26708761,0.147602753,0.078593644,0.032588013
2019.35,0.267087598,0.147602723,0.078593671,0.032586912
2019.355,0.267087633,0.147602735,0.07859366,0.032587547
2019.36,0.267087571,0.147602732,0.078593663,0.032593497
2019.365,0.267087567,0.147602732,0.078593663,0.032559932
2019.37,0.267088083,0.147602732,0.078593663,0.032673656
2019.375,0.267085627,0.147602732,0.078593663,0.032395026
2019.38,0.267093305,0.147602732,0.078593663,0.031603258
2019.385,0.267077047,0.147602732,0.078593663,0.031601312
2019.39,0.267088663,0.147602732,0.078593663,0.031647833
2019.395,0.267166627,0.147602732,0.078593663,0.031621465
2019.4,0.266459154,0.147602732,0.078593663,0.031632506
2019.405,0.266032079,0.147602732,0.078593663,0.031627227
2019.41,0.266136928,0.147602732,0.078593663,0.031624793
2019.415,0.266136887,0.147602732,0.078593663,0.031662385
2019.42,0.266189779,0.147602732,0.078593663,0.031503116
2019.425,0.26540929,0.147602732,0.078593663,0.032001085
2019.43,0.265173389,0.147602732,0.078593663,0.032543142
2019.435,0.264902797,0.147602732,0.078593663,0.031660561
2019.44,0.264167662,0.147602732,0.078593663,0.031576371
2019.445,0.264232482,0.147602732,0.078593663,0.031631014
2019.45,0.263426657,0.147602732,0.078593662,0.031698675
2019.455,0.263324889,0.147602735,0.078593665,0.031473263
2019.46,0.262682901,0.147602724,0.078593655,0.030662044
2019.465,0.261017932,0.147602749,0.078593678,0.030614912
2019.47,0.260364088,0.147602729,0.07859366,0.030794271
2019.475,0.260350869,0.147602619,0.078593558,0.030246589
2019.48,0.260343995,0.147603303,0.078594185,0.029620125
2019.485,0.260445917,0.147600895,0.07859198,0.029721572
2019.49,0.260165625,0.147606777,0.078597368,0.029718449
2019.495,0.259372762,0.147599344,0.078590558,0.02970766
2019.5,0.259375524,0.147585511,0.078577888,0.029714061
2019.505,0.259417809,0.147710757,0.078692615,0.029711731
2019.51,0.25940141,0.147100939,0.078124123,0.029712317
2019.515,0.259386918,0.146608163,0.07751907,0.029712256
2019.52,0.259422215,0.146574092,0.077671475,0.029712219
2019.525,0.259442816,0.145737098,0.07767416,0.029712247
2019.53,0.258664585,0.145635431,0.07691633,0.029712236
2019.535,0.258350182,0.145682681,0.076487227,0.029712239
2019.54,0.258468469,0.145757621,0.077027441,0.029712238
2019.545,0.258435678,0.145547781,0.077702681,0.029712238
2019.55,0.25844071,0.144736476,0.07763742,0.029712241
2019.555,0.258440062,0.144770413,0.07764703,0.02971223
2019.56,0.258447895,0.144153368,0.077539465,0.029712255
2019.565,0.258418345,0.14366545,0.078007343,0.029712231
2019.57,0.25848733,0.143780507,0.078694221,0.02971214
2019.575,0.258415539,0.143773813,0.078582914,0.029712768
2019.58,0.257592218,0.143846557,0.078514342,0.029710471
2019.585,0.257409988,0.143070811,0.079250017,0.029716316
2019.59,0.257506699,0.142871802,0.07964983,0.029708045
2019.595,0.257473103,0.142423654,0.079526997,0.029698187
2019.6,0.257481072,0.140748547,0.079554948,0.029811204
2019.605,0.257480398,0.139988937,0.07955249,0.029214209
2019.61,0.257480344,0.139427226,0.079558078,0.028652064
2019.615,0.257478347,0.137661263,0.079526328,0.028771143
2019.62,0.257485238,0.135043186,0.079619833,0.028756238
2019.625,0.25747193,0.132952712,0.079450532,0.028750223
2019.63,0.257475154,0.131440059,0.078628054,0.028755452
2019.635,0.257568011,0.129000309,0.078544132,0.028753246
2019.64,0.256896545,0.127859371,0.078616968,0.02875389
2019.645,0.256416806,0.126736387,0.078586245,0.028753779
2019.65,0.256541134,0.125441623,0.078595207,0.028753765
2019.655,0.256518848,0.12555811,0.078593662,0.028753787
2019.66,0.256526064,0.124767665,0.078593496,0.028753776
2019.665,0.256473483,0.124508988,0.07859363,0.02875378
2019.67,0.256675876,0.124637049,0.078594065,0.028753779
2019.675,0.256119065,0.124578922,0.078592735,0.028753779
2019.68,0.254446524,0.124609598,0.078594314,0.028753779
2019.685,0.253657922,0.124664956,0.078598217,0.028753779
2019.69,0.253707938,0.123927168,0.07856693,0.028753779
2019.695,0.25314637,0.1235434,0.078686288,0.028753779
2019.7,0.252570069,0.123667737,0.078345896,0.028753779
2019.705,0.252695995,0.123637479,0.077577442,0.028753779
2019.71,0.25267958,0.123640134,0.077608002,0.028753779
2019.715,0.252659811,0.123642339,0.077745255,0.028753779
2019.72,0.252733418,0.123640779,0.07711554,0.028753779
2019.725,0.252457747,0.123641386,0.076557166,0.028753779
2019.73,0.251354763,0.123641233,0.076725642,0.028753779
2019.735,0.249771912,0.123641253,0.076696543,0.028753779
2019.74,0.248897224,0.123641158,0.075900619,0.028753779
2019.745,0.248848525,0.123641669,0.075608531,0.028753779
2019.75,0.248581768,0.123640002,0.075826969,0.028753779
2019.755,0.247393078,0.123643667,0.075545498,0.028753779
2019.76,0.245836205,0.123640544,0.074748485,0.028753779
2019.765,0.245036719,0.12362526,0.074726847,0.028753779
2019.77,0.244954867,0.123723246,0.074779357,0.028753779
2019.775,0.245009375,0.123286172,0.074752727,0.028753779
2019.78,0.24497349,0.122417136,0.074761616,0.028753779
2019.785,0.245009456,0.121653019,0.074759631,0.028753779
2019.79,0.245013947,0.120859784,0.074759713,0.028753779
2019.795,0.244325381,0.120231102,0.074759912,0.028753779
2019.8,0.243389606,0.118734337,0.074759791,0.028753779
2019.805,0.242987477,0.117790181,0.074759835,0.028753779
2019.81,0.243094905,0.117808607,0.074759825,0.028753779
2019.815,0.243068865,0.116951362,0.074759826,0.028753779
2019.82,0.242986345,0.117569689,0.074759817,0.028753778
2019.825,0.243691865,0.118371872,0.074759863,0.02875378
2019.83,0.244124551,0.11950233,0.074759721,0.028753779
2019.835,0.244019496,0.12103591,0.074760006,0.028753769
2019.84,0.244020764,0.12171874,0.074759865,0.028753827
2019.845,0.243964949,0.121802962,0.074758217,0.02875363
2019.85,0.24473828,0.121231912,0.074767239,0.028754084
2019.855,0.244994129,0.120231233,0.07473708,0.028753614
2019.86,0.245223453,0.119841487,0.074806496,0.028752094
2019.865,0.246018972,0.119757304,0.074734446,0.028763102
2019.87,0.245975161,0.118083541,0.073914149,0.028722282
2019.875,0.245841025,0.117958002,0.073730908,0.028827505
2019.88,0.246497867,0.11702858,0.073827957,0.02867305
2019.885,0.24701333,0.115822319,0.073794365,0.0278145
2019.89,0.246891566,0.11593686,0.073802272,0.028449007
2019.895,0.246911339,0.11509473,0.073801718,0.028872467
2019.9,0.246916384,0.114946211,0.073801059,0.028719004
2019.905,0.246902973,0.115044565,0.073801495,0.028760013
2019.91,0.246935464,0.115005327,0.073801328,0.028754641
2019.915,0.246863725,0.115018605,0.073801373,0.028750863
2019.92,0.246942121,0.115017139,0.073801367,0.028761685
2019.925,0.247766965,0.114990566,0.073801365,0.028732381
2019.93,0.247939456,0.115117586,0.073801367,0.0287932
2019.935,0.247853035,0.114664502,0.073801365,0.028749842
2019.94,0.247863522,0.113974865,0.073801367,0.027937617
2019.945,0.247891238,0.114057668,0.073801366,0.027718357
2019.95,0.247916224,0.114064933,0.073801358,0.027823004
2019.955,0.247142682,0.114058559,0.073801404,0.027787677
2019.96,0.246817537,0.114035032,0.073801245,0.027796687
2019.965,0.246946919,0.114107164,0.073801629,0.02780029
2019.97,0.246894595,0.114017571,0.073801166,0.02776784
2019.975,0.246906056,0.113194215,0.073800164,0.027890612
2019.98,0.247033712,0.113031682,0.073808635,0.02753672
2019.985,0.246371276,0.113124299,0.073775877,0.026781798
2019.99,0.248874356,0.113091042,0.073863662,0.026822521
2019.995,0.25200168,0.113099257,0.073721995,0.026851811
2020.0,0.250698667,0.113098473,0.072896895,0.026829873
2021.0,0.244,0.11,0.071,0.02611
2022.0,0.24,0.10827,0.0698,0.02568
2023.0,0.228,0.10286,0.0663,0.0244
2024.0,0.118,0.05323,0.0343,0.01263
2025.0,0.08,0.0361,0.02326,0.00856
